PhraseId	Phrase	Sentiment
200245	it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer	2
200246	has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer	2
200247	has been made with great evident care and	2
200248	has been made with great evident care	2
200249	been made with great evident care	2
200250	made with great evident care	2
200251	with great evident care	2
200252	great evident care	2
200253	great evident	2
200254	evident	2
200255	manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer	2
200256	to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer	2
200257	deliver up the man in a way to arouse further curiosity in even the most unknowing viewer	2
200258	deliver up the man in a way	2
200259	deliver up	2
200260	the man in a way	2
200261	to arouse further curiosity in even the most unknowing viewer	1
200262	arouse further curiosity in even the most unknowing viewer	1
200263	arouse further curiosity	2
200264	arouse	2
200265	further curiosity	2
200266	in even the most unknowing viewer	1
200267	even the most unknowing viewer	1
200268	unknowing viewer	2
200269	unknowing	2
200270	An artful , intelligent film that stays within the confines of a well-established genre .	2
200271	An artful , intelligent film that	2
200272	An artful , intelligent film	2
200273	artful , intelligent film	2
200274	, intelligent film	2
200275	stays within the confines of a well-established genre .	3
200276	stays within the confines of a well-established genre	3
200277	within the confines of a well-established genre	4
200278	the confines of a well-established genre	3
200279	the confines	2
200280	confines	2
200281	of a well-established genre	3
200282	a well-established genre	3
200283	well-established genre	3
200284	well-established	2
200285	An irresistible combination of a rousing good story set on a truly grand scale .	2
200286	An irresistible combination of a rousing good story	2
200287	An irresistible combination	2
200288	irresistible combination	2
200289	irresistible	2
200290	of a rousing good story	2
200291	a rousing good story	2
200292	rousing good story	2
200293	set on a truly grand scale .	2
200294	set on a truly grand scale	2
200295	on a truly grand scale	2
200296	a truly grand scale	2
200297	truly grand scale	2
200298	grand scale	2
200299	Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .	2
200300	Those who would follow Haneke on his creepy explorations	2
200301	who would follow Haneke on his creepy explorations	2
200302	would follow Haneke on his creepy explorations	2
200303	follow Haneke on his creepy explorations	2
200304	Haneke on his creepy explorations	2
200305	on his creepy explorations	2
200306	his creepy explorations	2
200307	creepy explorations	2
200308	... are rewarded by brutal , committed performances from Huppert and Magimel .	2
200309	are rewarded by brutal , committed performances from Huppert and Magimel .	2
200310	are rewarded by brutal , committed performances from Huppert and Magimel	2
200311	rewarded by brutal , committed performances from Huppert and Magimel	2
200312	rewarded by brutal , committed performances	2
200313	by brutal , committed performances	2
200314	brutal , committed performances	2
200315	, committed performances	2
200316	committed performances	2
200317	from Huppert and Magimel	2
200318	Huppert and Magimel	2
200319	Huppert and	2
200320	Literally nothing in The Pool is new , but if you grew up on the stalker flicks of the 1980 's this one should appease you for 90 minutes .	1
200321	Literally nothing in The Pool is new , but if you grew up on the stalker flicks of the 1980 's this one should appease you for 90 minutes	1
200322	Literally nothing in The Pool is new , but	1
200323	Literally nothing in The Pool is new ,	1
200324	Literally nothing in The Pool is new	1
200325	Literally nothing in The Pool	2
200326	Literally nothing	2
200327	in The Pool	2
200328	The Pool	2
200329	is new	2
200330	if you grew up on the stalker flicks of the 1980 's this one should appease you for 90 minutes	2
200331	if you grew up on the stalker flicks of the 1980	2
200332	you grew up on the stalker flicks of the 1980	2
200333	grew up on the stalker flicks of the 1980	2
200334	on the stalker flicks of the 1980	2
200335	the stalker flicks of the 1980	2
200336	the stalker flicks	2
200337	stalker flicks	2
200338	stalker	2
200339	of the 1980	2
200340	the 1980	2
200341	1980	2
200342	's this one should appease you for 90 minutes	1
200343	this one should appease you for 90 minutes	1
200344	should appease you for 90 minutes	2
200345	appease you for 90 minutes	2
200346	appease you	2
200347	appease	2
200348	for 90 minutes	2
200349	90 minutes	2
200350	Madonna still ca n't act a lick .	1
200351	still ca n't act a lick .	1
200352	ca n't act a lick .	2
200353	ca n't act a lick	2
200354	act a lick	2
200355	a lick	2
200356	lick	2
200357	Hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue .	1
200358	draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue .	1
200359	draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue	1
200360	draws out	2
200361	the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue	1
200362	the best from his large cast in beautifully articulated portrayals	0
200363	from his large cast in beautifully articulated portrayals	1
200364	his large cast in beautifully articulated portrayals	1
200365	his large cast	2
200366	large cast	2
200367	in beautifully articulated portrayals	1
200368	beautifully articulated portrayals	1
200369	beautifully articulated	2
200370	articulated	2
200371	that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue	2
200372	are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue	2
200373	subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue	2
200374	so expressive they can sustain the poetic flights in Burdette 's dialogue	2
200375	expressive they can sustain the poetic flights in Burdette 's dialogue	2
200376	expressive	2
200377	they can sustain the poetic flights in Burdette 's dialogue	2
200378	can sustain the poetic flights in Burdette 's dialogue	2
200379	sustain the poetic flights in Burdette 's dialogue	2
200380	the poetic flights in Burdette 's dialogue	2
200381	the poetic flights	2
200382	poetic flights	2
200383	flights	2
200384	in Burdette 's dialogue	2
200385	Burdette 's dialogue	2
200386	But its awkward structure keeps breaking the spell .	2
200387	its awkward structure keeps breaking the spell .	2
200388	its awkward structure	2
200389	awkward structure	2
200390	keeps breaking the spell .	2
200391	keeps breaking the spell	2
200392	breaking the spell	2
200393	breaking	2
200394	the spell	2
200395	The stupidest , most insulting movie of 2002 's first quarter .	2
200396	The stupidest , most insulting movie of 2002	2
200397	The stupidest , most insulting movie	2
200398	stupidest , most insulting movie	2
200399	stupidest	2
200400	, most insulting movie	2
200401	most insulting movie	2
200402	most insulting	2
200403	insulting	2
200404	's first quarter .	2
200405	's first quarter	2
200406	My goodness , Queen Latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .	1
200407	My goodness , Queen Latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts	1
200408	My goodness , Queen Latifah has a lot to offer and	2
200409	My goodness , Queen Latifah has a lot to offer	2
200410	My goodness , Queen Latifah	3
200411	My goodness ,	3
200412	My goodness	3
200413	Queen Latifah	2
200414	Latifah	2
200415	has a lot to offer	2
200416	a lot to offer	2
200417	lot to offer	2
200418	to offer	2
200419	she seemed to have no problem flaunting her natural gifts	1
200420	seemed to have no problem flaunting her natural gifts	1
200421	to have no problem flaunting her natural gifts	1
200422	have no problem flaunting her natural gifts	1
200423	no problem flaunting her natural gifts	1
200424	no problem	2
200425	flaunting her natural gifts	3
200426	flaunting	2
200427	her natural gifts	3
200428	natural gifts	3
200429	gifts	3
200430	But it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .	3
200431	it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .	3
200432	's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .	3
200433	's emotionally engrossing , too , thanks to strong , credible performances from the whole cast	3
200434	's emotionally engrossing , too , thanks to strong , credible performances	3
200435	's emotionally engrossing , too ,	3
200436	emotionally engrossing , too ,	3
200437	emotionally engrossing	3
200438	, too ,	2
200439	too ,	2
200440	thanks to strong , credible performances	2
200441	to strong , credible performances	2
200442	strong , credible performances	2
200443	, credible performances	2
200444	credible performances	2
200445	credible	3
200446	from the whole cast	2
200447	Must be seen to be believed .	2
200448	be seen to be believed .	2
200449	... fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .	2
200450	fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .	2
200451	fifty minutes of tedious adolescent melodramatics	3
200452	fifty minutes	2
200453	fifty	2
200454	of tedious adolescent melodramatics	3
200455	tedious adolescent melodramatics	3
200456	adolescent melodramatics	3
200457	melodramatics	2
200458	followed by thirty-five minutes of inflated nonsense .	2
200459	followed by thirty-five minutes of inflated nonsense	2
200460	followed	2
200461	by thirty-five minutes of inflated nonsense	2
200462	thirty-five minutes of inflated nonsense	2
200463	thirty-five minutes	2
200464	thirty-five	2
200465	of inflated nonsense	2
200466	inflated nonsense	2
200467	A soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .	2
200468	A soggy , cliche-bound epic-horror yarn that	2
200469	A soggy , cliche-bound epic-horror yarn	2
200470	soggy , cliche-bound epic-horror yarn	2
200471	, cliche-bound epic-horror yarn	2
200472	cliche-bound epic-horror yarn	2
200473	cliche-bound	2
200474	epic-horror yarn	2
200475	epic-horror	2
200476	ends up being even dumber than its title .	2
200477	ends up being even dumber than its title	2
200478	being even dumber than its title	2
200479	being even dumber	2
200480	even dumber	2
200481	dumber	2
200482	than its title	2
200483	Ultimately , it ponders the reasons we need stories so much .	2
200484	, it ponders the reasons we need stories so much .	2
200485	it ponders the reasons we need stories so much .	2
200486	ponders the reasons we need stories so much .	2
200487	ponders the reasons we need stories so much	2
200488	ponders	2
200489	the reasons we need stories so much	2
200490	the reasons	2
200491	we need stories so much	2
200492	need stories so much	2
200493	need stories	2
200494	A feel-good picture in the best sense of the term .	3
200495	A feel-good picture in the best sense of the term	3
200496	A feel-good picture in the best sense	3
200497	A feel-good picture	3
200498	feel-good picture	3
200499	in the best sense	2
200500	the best sense	2
200501	best sense	2
200502	of the term	2
200503	the term	2
200504	term	2
200505	This illuminating documentary transcends our preconceived vision of the Holy Land and its inhabitants , revealing the human complexities beneath .	2
200506	This illuminating documentary	2
200507	illuminating documentary	2
200508	illuminating	2
200509	transcends our preconceived vision of the Holy Land and its inhabitants , revealing the human complexities beneath .	2
200510	transcends our preconceived vision of the Holy Land and its inhabitants , revealing the human complexities beneath	2
200511	transcends our preconceived vision of the Holy Land and its inhabitants ,	2
200512	transcends our preconceived vision of the Holy Land and its inhabitants	2
200513	our preconceived vision of the Holy Land and its inhabitants	2
200514	our preconceived vision	2
200515	preconceived vision	2
200516	preconceived	2
200517	of the Holy Land and its inhabitants	2
200518	the Holy Land and its inhabitants	2
200519	the Holy Land and	2
200520	the Holy Land	2
200521	Holy Land	2
200522	revealing the human complexities beneath	2
200523	revealing the human complexities	2
200524	the human complexities	2
200525	human complexities	2
200526	complexities	2
200527	`` Roger Michell -LRB- '' Notting Hill `` -RRB- directs a morality thriller . ''	2
200528	Roger Michell -LRB- '' Notting Hill `` -RRB- directs a morality thriller . ''	2
200529	Roger Michell -LRB- '' Notting Hill `` -RRB-	2
200530	-LRB- '' Notting Hill `` -RRB-	2
200531	'' Notting Hill `` -RRB-	2
200532	'' Notting Hill ``	2
200533	Notting Hill ``	2
200534	Hill ``	2
200535	directs a morality thriller . ''	2
200536	directs a morality thriller .	2
200537	directs a morality thriller	2
200538	a morality thriller	2
200539	morality thriller	2
200540	This is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , Scorsese 's best in more than a decade .	0
200541	This is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , Scorsese 's best in more than a decade	0
200542	This is one of the most visually stunning and thematically moving epics in recent memory , and	0
200543	This is one of the most visually stunning and thematically moving epics in recent memory ,	0
200544	This is one of the most visually stunning and thematically moving epics in recent memory	0
200545	is one of the most visually stunning and thematically moving epics in recent memory	0
200546	one of the most visually stunning and thematically moving epics in recent memory	0
200547	of the most visually stunning and thematically moving epics in recent memory	0
200548	the most visually stunning and thematically moving epics in recent memory	0
200549	the most visually stunning and thematically moving epics	0
200550	most visually stunning and thematically moving epics	0
200551	most visually stunning and thematically moving	2
200552	most visually stunning and	2
200553	most visually stunning	2
200554	visually stunning	2
200555	thematically moving	2
200556	thematically	2
200557	in spite of numerous minor flaws , Scorsese 's best in more than a decade	1
200558	in spite of numerous minor flaws	2
200559	spite of numerous minor flaws	2
200560	of numerous minor flaws	2
200561	numerous minor flaws	2
200562	minor flaws	2
200563	, Scorsese 's best in more than a decade	2
200564	Scorsese 's best in more than a decade	2
200565	's best in more than a decade	2
200566	best in more than a decade	2
200567	in more than a decade	2
200568	more than a decade	2
200569	When it really counts ... Bloody Sunday connects on a visceral level that transcends language .	2
200570	When it really counts	2
200571	it really counts	2
200572	really counts	2
200573	counts	2
200574	... Bloody Sunday connects on a visceral level that transcends language .	2
200575	Bloody Sunday connects on a visceral level that transcends language .	2
200576	Bloody Sunday	2
200577	Sunday	2
200578	connects on a visceral level that transcends language .	2
200579	connects on a visceral level that transcends language	2
200580	connects	2
200581	on a visceral level that transcends language	2
200582	a visceral level that transcends language	2
200583	a visceral level	2
200584	visceral level	2
200585	visceral	2
200586	that transcends language	2
200587	transcends language	2
200588	Hey , at least the title of this film lets you know exactly where it 's heading .	2
200589	, at least the title of this film lets you know exactly where it 's heading .	2
200590	at least the title of this film lets you know exactly where it 's heading .	2
200591	at least the title of this film	2
200592	at least the title	2
200593	lets you know exactly where it 's heading .	2
200594	lets you know exactly where it 's heading	2
200595	you know exactly where it 's heading	2
200596	know exactly where it 's heading	2
200597	exactly where it 's heading	2
200598	exactly where	2
200599	it 's heading	2
200600	's heading	2
200601	heading	2
200602	Martin and Barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by Sven Wollter and Viveka Seldahl make their hopes and frustrations vivid .	2
200603	Martin and Barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by Sven Wollter and Viveka Seldahl make their hopes and frustrations vivid	2
200604	Martin and Barbara are complex characters -- sometimes tender , sometimes angry -- and	2
200605	Martin and Barbara are complex characters -- sometimes tender , sometimes angry --	2
200606	Martin and Barbara are complex characters -- sometimes tender , sometimes angry	2
200607	Martin and Barbara	2
200608	Martin and	2
200609	are complex characters -- sometimes tender , sometimes angry	2
200610	complex characters -- sometimes tender , sometimes angry	2
200611	complex characters -- sometimes tender ,	2
200612	complex characters	2
200613	-- sometimes tender ,	2
200614	sometimes tender ,	2
200615	tender ,	2
200616	sometimes angry	2
200617	the delicate performances by Sven Wollter and Viveka Seldahl make their hopes and frustrations vivid	2
200618	the delicate performances by Sven Wollter and Viveka Seldahl	2
200619	the delicate performances	2
200620	delicate performances	2
200621	by Sven Wollter and Viveka Seldahl	2
200622	Sven Wollter and Viveka Seldahl	2
200623	Sven Wollter and	2
200624	Sven Wollter	2
200625	Sven	2
200626	Wollter	2
200627	Viveka Seldahl	2
200628	Viveka	2
200629	make their hopes and frustrations vivid	2
200630	their hopes and frustrations vivid	2
200631	their hopes and frustrations	2
200632	hopes and frustrations	2
200633	frustrations	2
200634	Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	2
200635	Happily for Mr. Chin	2
200636	for Mr. Chin	2
200637	Mr. Chin	2
200638	Chin	2
200639	-- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	2
200640	-- though unhappily for his subjects --	3
200641	though unhappily for his subjects --	3
200642	though unhappily for his subjects	3
200643	unhappily for his subjects	3
200644	unhappily	2
200645	for his subjects	3
200646	the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	2
200647	the invisible hand of the marketplace	3
200648	the invisible hand	3
200649	invisible hand	3
200650	of the marketplace	2
200651	the marketplace	2
200652	marketplace	2
200653	wrote a script that no human screenwriter could have hoped to match .	2
200654	wrote a script that no human screenwriter could have hoped to match	2
200655	wrote a script	2
200656	that no human screenwriter could have hoped to match	2
200657	no human screenwriter could have hoped to match	2
200658	no human screenwriter	2
200659	human screenwriter	2
200660	could have hoped to match	2
200661	have hoped to match	2
200662	hoped to match	2
200663	hoped	2
200664	to match	2
200665	Equilibrium is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949 .	1
200666	Equilibrium	2
200667	is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949 .	1
200668	is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200669	what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200670	George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200671	George Orwell	2
200672	Orwell	2
200673	might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200674	have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200675	imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200676	imagined	3
200677	had today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200678	today 's mood-altering drug therapy been envisioned by chemists in 1949	1
200679	today 's mood-altering drug therapy	1
200680	mood-altering drug therapy	1
200681	mood-altering	2
200682	drug therapy	1
200683	been envisioned by chemists in 1949	2
200684	envisioned by chemists in 1949	2
200685	envisioned	2
200686	by chemists in 1949	2
200687	chemists in 1949	2
200688	chemists	2
200689	in 1949	2
200690	1949	2
200691	There are touching moments in Etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .	2
200692	There are touching moments in Etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject	2
200693	There are touching moments in Etoiles , but	2
200694	There are touching moments in Etoiles ,	2
200695	There are touching moments in Etoiles	2
200696	are touching moments in Etoiles	2
200697	touching moments in Etoiles	2
200698	moments in Etoiles	2
200699	in Etoiles	2
200700	Etoiles	2
200701	for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject	2
200702	this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject	2
200703	is a dull , dour documentary on what ought to be a joyful or at least fascinating subject	2
200704	a dull , dour documentary on what ought to be a joyful or at least fascinating subject	2
200705	a dull , dour documentary	2
200706	dull , dour documentary	2
200707	, dour documentary	2
200708	dour documentary	2
200709	dour	2
200710	on what ought to be a joyful or at least fascinating subject	2
200711	what ought to be a joyful or at least fascinating subject	2
200712	ought to be a joyful or at least fascinating subject	2
200713	to be a joyful or at least fascinating subject	2
200714	be a joyful or at least fascinating subject	2
200715	a joyful or at least fascinating subject	2
200716	joyful or at least fascinating subject	2
200717	joyful or at least fascinating	2
200718	joyful or	2
200719	at least fascinating	2
200720	But if you expect light romantic comedy , good gosh , will you be shocked .	3
200721	if you expect light romantic comedy , good gosh , will you be shocked .	3
200722	if you expect light romantic comedy , good gosh	3
200723	you expect light romantic comedy , good gosh	3
200724	expect light romantic comedy , good gosh	3
200725	light romantic comedy , good gosh	3
200726	light romantic comedy ,	2
200727	light romantic comedy	2
200728	good gosh	3
200729	gosh	2
200730	, will you be shocked .	2
200731	will you be shocked .	2
200732	will you be shocked	2
200733	will you	2
200734	be shocked	2
200735	Offers that rare combination of entertainment and education .	2
200736	Offers that rare combination of entertainment and education	2
200737	that rare combination of entertainment and education	2
200738	that rare combination	2
200739	rare combination	2
200740	of entertainment and education	1
200741	entertainment and education	1
200742	entertainment and	2
200743	education	1
200744	Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .	2
200745	Novak	2
200746	manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .	2
200747	manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach	2
200748	to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach	2
200749	capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach	2
200750	capture a cruelly hilarious vein of black comedy	2
200751	a cruelly hilarious vein of black comedy	2
200752	a cruelly hilarious vein	2
200753	cruelly hilarious vein	2
200754	cruelly hilarious	2
200755	of black comedy	2
200756	in the situation with his cast of non-actors and a gritty , no-budget approach	2
200757	the situation with his cast of non-actors and a gritty , no-budget approach	2
200758	the situation	2
200759	with his cast of non-actors and a gritty , no-budget approach	2
200760	his cast of non-actors and a gritty , no-budget approach	2
200761	of non-actors and a gritty , no-budget approach	2
200762	non-actors and a gritty , no-budget approach	2
200763	non-actors and	2
200764	non-actors	2
200765	a gritty , no-budget approach	2
200766	gritty , no-budget approach	2
200767	, no-budget approach	3
200768	no-budget approach	3
200769	no-budget	2
200770	But this time there 's some mold on the gold .	1
200771	this time there 's some mold on the gold .	1
200772	there 's some mold on the gold .	2
200773	's some mold on the gold .	2
200774	's some mold on the gold	2
200775	some mold on the gold	2
200776	some mold	2
200777	on the gold	2
200778	the gold	2
200779	The animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .	3
200780	The animated subplot keenly	2
200781	animated subplot keenly	2
200782	subplot keenly	2
200783	subplot	2
200784	depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .	3
200785	depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense	3
200786	depicts	3
200787	the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense	3
200788	the inner struggles of our adolescent heroes -	3
200789	the inner struggles of our adolescent heroes	3
200790	the inner struggles	2
200791	inner struggles	2
200792	struggles	3
200793	of our adolescent heroes	3
200794	our adolescent heroes	3
200795	adolescent heroes	3
200796	insecure , uncontrolled , and intense	3
200797	, uncontrolled , and intense	3
200798	uncontrolled , and intense	3
200799	uncontrolled	2
200800	, and intense	3
200801	Must-see viewing for anyone involved in the high-tech industry .	2
200802	Must-see viewing for anyone	2
200803	Must-see viewing	2
200804	for anyone	2
200805	involved in the high-tech industry .	2
200806	involved in the high-tech industry	2
200807	in the high-tech industry	2
200808	the high-tech industry	2
200809	high-tech industry	2
200810	industry	2
200811	There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .	2
200812	There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill	2
200813	There is very little dread or apprehension , and	2
200814	There is very little dread or apprehension ,	2
200815	There is very little dread or apprehension	2
200816	is very little dread or apprehension	2
200817	very little dread or apprehension	2
200818	dread or apprehension	2
200819	dread or	2
200820	dread	2
200821	apprehension	2
200822	though I like the creepy ideas , they are not executed with anything more than perfunctory skill	2
200823	though I like the creepy ideas	2
200824	I like the creepy ideas	2
200825	like the creepy ideas	2
200826	the creepy ideas	2
200827	creepy ideas	2
200828	, they are not executed with anything more than perfunctory skill	2
200829	they are not executed with anything more than perfunctory skill	2
200830	are not executed with anything more than perfunctory skill	2
200831	executed with anything more than perfunctory skill	2
200832	executed with anything	2
200833	with anything	2
200834	more than perfunctory skill	2
200835	than perfunctory skill	2
200836	perfunctory skill	2
200837	perfunctory	2
200838	This is n't just the CliffsNotes version of Nicholas Nickleby , it 's the CliffsNotes with pages missing .	2
200839	This is n't just the CliffsNotes version of Nicholas Nickleby	2
200840	is n't just the CliffsNotes version of Nicholas Nickleby	2
200841	is n't just	2
200842	the CliffsNotes version of Nicholas Nickleby	2
200843	the CliffsNotes version	2
200844	CliffsNotes version	2
200845	CliffsNotes	2
200846	of Nicholas Nickleby	2
200847	Nicholas Nickleby	2
200848	Nicholas	2
200849	, it 's the CliffsNotes with pages missing .	2
200850	it 's the CliffsNotes with pages missing .	2
200851	's the CliffsNotes with pages missing .	2
200852	's the CliffsNotes with pages missing	2
200853	the CliffsNotes with pages missing	2
200854	the CliffsNotes	2
200855	with pages missing	2
200856	pages missing	2
200857	If you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .	2
200858	If you 're like me	2
200859	you 're like me	2
200860	're like me	2
200861	like me	2
200862	, a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .	2
200863	a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .	2
200864	a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha	2
200865	a sucker	2
200866	sucker	2
200867	for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha	2
200868	a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha	2
200869	a good old fashion romance and someone	2
200870	good old fashion romance and someone	2
200871	old fashion romance and someone	2
200872	fashion romance and someone	2
200873	romance and someone	2
200874	romance and	2
200875	who shamelessly loves to eat , then Mostly Martha	2
200876	shamelessly loves to eat , then Mostly Martha	2
200877	shamelessly	2
200878	loves to eat , then Mostly Martha	2
200879	to eat , then Mostly Martha	2
200880	eat , then Mostly Martha	2
200881	eat ,	2
200882	eat	2
200883	then Mostly Martha	3
200884	offers all the perfect ingredients to more than satisfy your appetite .	2
200885	offers all the perfect ingredients to more than satisfy your appetite	2
200886	offers all the perfect ingredients	2
200887	all the perfect ingredients	2
200888	the perfect ingredients	2
200889	perfect ingredients	2
200890	to more than satisfy your appetite	2
200891	more than satisfy your appetite	2
200892	satisfy your appetite	2
200893	As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .	2
200894	As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions	2
200895	As a revenge thriller , the movie is serviceable , but	2
200896	As a revenge thriller , the movie is serviceable ,	2
200897	As a revenge thriller , the movie is serviceable	2
200898	As a revenge thriller	2
200899	a revenge thriller	2
200900	, the movie is serviceable	2
200901	the movie is serviceable	2
200902	is serviceable	2
200903	serviceable	2
200904	it does n't really deliver the delicious guilty pleasure of the better film versions	2
200905	does n't really deliver the delicious guilty pleasure of the better film versions	2
200906	does n't really	2
200907	deliver the delicious guilty pleasure of the better film versions	2
200908	the delicious guilty pleasure of the better film versions	2
200909	the delicious guilty pleasure	2
200910	delicious guilty pleasure	2
200911	delicious guilty	2
200912	of the better film versions	2
200913	the better film versions	2
200914	better film versions	2
200915	film versions	2
200916	Afraid to pitch into farce , yet only half-hearted in its spy mechanics , All the Queen 's Men is finally just one long drag .	2
200917	Afraid to pitch into farce , yet only half-hearted in its spy mechanics	2
200918	Afraid to pitch into farce , yet	2
200919	Afraid to pitch into farce ,	2
200920	Afraid to pitch into farce	2
200921	Afraid	2
200922	to pitch into farce	2
200923	pitch into farce	2
200924	into farce	2
200925	only half-hearted in its spy mechanics	2
200926	half-hearted in its spy mechanics	2
200927	in its spy mechanics	2
200928	its spy mechanics	2
200929	spy mechanics	2
200930	, All the Queen 's Men is finally just one long drag .	2
200931	All the Queen 's Men is finally just one long drag .	2
200932	All the Queen 's Men	3
200933	the Queen 's Men	3
200934	the Queen 's	2
200935	Queen 's	2
200936	is finally just one long drag .	1
200937	is finally just one long drag	1
200938	is finally	2
200939	just one long drag	1
200940	just one	1
200941	long drag	2
200942	Narc may not get an ` A ' for originality , but it wears its B-movie heritage like a badge of honor .	4
200943	Narc may not get an ` A ' for originality , but it wears its B-movie heritage like a badge of honor	4
200944	Narc may not get an ` A ' for originality , but	4
200945	Narc may not get an ` A ' for originality ,	4
200946	Narc may not get an ` A ' for originality	4
200947	Narc	2
200948	may not get an ` A ' for originality	4
200949	get an ` A ' for originality	2
200950	an ` A ' for originality	2
200951	an ` A '	2
200952	` A '	2
200953	A '	2
200954	it wears its B-movie heritage like a badge of honor	2
200955	wears its B-movie heritage like a badge of honor	2
200956	wears its B-movie heritage	2
200957	its B-movie heritage	2
200958	B-movie heritage	2
200959	heritage	2
200960	like a badge of honor	2
200961	a badge of honor	3
200962	a badge	2
200963	badge	2
200964	of honor	3
200965	honor	3
200966	More concerned with Sade 's ideas than with his actions .	1
200967	More concerned with Sade 's ideas than with his actions	1
200968	concerned with Sade 's ideas than with his actions	1
200969	concerned	3
200970	with Sade 's ideas than with his actions	2
200971	Sade 's ideas than with his actions	2
200972	Sade 's ideas	2
200973	Sade 's	2
200974	than with his actions	2
200975	with his actions	2
200976	his actions	2
200977	actions	2
200978	Trivial where it should be profound , and hyper-cliched where it should be sincere .	2
200979	Trivial where it should be profound , and hyper-cliched where it should be sincere	2
